gesture_id,tap,app_name,origin_first_finger,pressure_first_finger,time_stamp_first,size_first_finger,x_coordinate_first_finger,y_coordinate_first_finger,distance,iskid
178,Swipe,com.google.android.apps.photos,True,43,1504204245013,4.0,837,2045,0.0,0
90,Swipe,com.google.android.apps.photos,True,23,1499364895947,1.0,1221,1665,0.0,0
105,Swipe,com.google.android.apps.photos,True,38,1500219869772,3.0,855,1770,0.0,0
298,Swipe,,True,27,1504537598401,1.0,923,371,0.0,0
15,Tap,,False,70,1502053233384,7.0,416,1233,0.0,1
338,Unidentified,,True,68,1504798473510,6.0,739,1788,0.0,1
110,Swipe,com.google.android.apps.photos,True,33,1504191269125,4.0,645,1700,0.0,1
151,Tap,,False,59,1507563830719,6.0,275,1011,0.0,0
31,Tap,,False,41,1504193615135,4.0,125,1597,0.0,1
131,Swipe,com.google.android.apps.photos,True,65,1504202767715,7.0,928,1366,0.0,1
168,Tap,,False,53,1507563852299,4.0,162,2218,0.0,0
333,Unidentified,,True,26,1504797188466,1.0,1005,1625,0.0,1
49,Swipe,com.google.android.apps.photos,True,34,1504723288183,2.0,1146,1473,0.0,0
73,Unidentified,,True,27,1500676256696,2.0,902,1967,0.0,1
69,Tap,com.google.android.apps.photos,True,59,1499124564947,4.0,1064,1609,0.0,1
216,Tap,com.mehequanna.gestureplayground,False,57,1501451516652,4.0,220,1509,0.0,1
318,Tap,,False,118,1501962772390,16.0,300,2176,0.0,0
186,Swipe,com.google.android.apps.photos,True,59,1504204256579,5.0,1220,1580,0.0,0
127,Tap,,True,32,1500676418121,3.0,490,1708,0.0,1
222,Tap,com.mehequanna.gestureplayground,False,38,1502036136066,4.0,199,1472,0.0,0
248,Swipe,com.google.android.apps.photos,True,27,1504203229401,2.0,1275,1544,0.0,0
360,Unidentified,,True,48,1504194482067,5.0,1013,1799,0.0,1
56,Tap,com.mehequanna.gestureplayground,False,64,1498776274898,6.0,342,1185,0.0,1
387,Tap,,False,60,1504208696870,6.0,760,1932,0.0,1
303,Swipe,com.google.android.apps.photos,True,80,1504799529269,7.0,689,1346,0.0,1
125,Swipe,com.google.android.apps.photos,True,40,1504204135621,4.0,846,1900,0.0,0
365,Swipe,,True,56,1501963060534,6.0,691,2045,0.0,0
131,Tap,com.google.android.apps.photos,True,48,1504197063616,4.0,498,758,0.0,0
162,Swipe,com.google.android.apps.photos,True,40,1504205360629,3.0,1010,1710,0.0,0
47,Tap,,False,56,1498776263708,6.0,141,2112,0.0,1
138,Swipe,com.google.android.apps.photos,True,48,1499125253140,4.0,331,1434,0.0,1
180,Tap,,False,70,1499371460869,7.0,211,2096,0.0,0
32,Tap,com.google.android.apps.photos,True,76,1504723265080,9.0,200,681,0.0,0
223,Unidentified,com.google.android.apps.photos,True,34,1504199495186,4.0,1355,1984,0.0,0
127,Swipe,com.google.android.apps.photos,True,26,1504191293560,1.0,841,1731,0.0,1
258,Swipe,com.google.android.apps.photos,True,66,1504201956781,4.0,645,1436,0.0,0
298,Unidentified,,True,45,1504194241864,4.0,916,2115,0.0,1
108,TwoFinger,com.google.android.apps.photos,True,70,1499644383058,7.0,824,600,1054.5676839349858,0
211,Swipe,com.google.android.apps.photos,True,52,1504205441333,5.0,861,1965,0.0,0
41,Tap,,False,23,1498777543068,2.0,225,2115,0.0,0
288,Tap,com.mehequanna.gestureplayground,False,21,1504795195112,2.0,134,160,0.0,1
203,Swipe,com.google.android.youtube,True,24,1504723534711,2.0,1044,1733,0.0,0
84,Tap,,True,41,1500676283136,4.0,180,1198,0.0,1
124,Unidentified,,False,30,1504800594357,4.0,384,1265,0.0,1
344,Tap,,True,58,1504194331337,6.0,1083,1213,0.0,1
321,Unidentified,,True,56,1504194297181,5.0,1151,2013,0.0,1
17,Tap,com.mehequanna.gestureplayground,False,101,1504197765698,9.0,353,525,0.0,1
141,Swipe,com.google.android.apps.photos,True,36,1504807023206,2.0,1081,1740,0.0,0
43,Tap,,False,80,1498776260450,7.0,279,864,0.0,1
300,Swipe,com.google.android.apps.photos,True,46,1504196414398,4.0,1206,1218,0.0,1
62,Swipe,,False,67,1504201725015,6.0,1054,2187,0.0,0
10,Tap,com.mehequanna.gestureplayground,False,47,1504794905908,4.0,486,795,0.0,1
224,Swipe,com.google.android.apps.photos,True,69,1504191420489,6.0,664,1783,0.0,1
99,Swipe,,False,57,1504799131504,6.0,109,2078,0.0,1
327,Tap,com.google.android.apps.photos,True,67,1504798452395,7.0,277,337,0.0,1
66,Tap,com.mehequanna.gestureplayground,False,31,1498776301538,3.0,210,1498,0.0,1
285,Unidentified,com.google.android.apps.photos,True,45,1504800959294,4.0,1036,1533,0.0,1
48,Swipe,com.google.android.apps.photos,True,27,1502035884196,1.0,349,1645,0.0,0
268,Tap,,True,25,1504204406768,2.0,316,1732,0.0,0
241,Tap,,False,39,1499125441363,4.0,121,198,0.0,1
73,Tap,com.google.android.apps.photos,True,60,1502035926050,6.0,1124,1561,0.0,0
95,Unidentified,,False,32,1504202946966,4.0,55,229,0.0,0
167,Tap,,False,39,1504800691771,4.0,476,315,0.0,1
96,Swipe,,False,47,1504200447815,4.0,455,1156,0.0,0
95,Swipe,,False,24,1501195198519,1.0,995,286,0.0,0
63,Swipe,com.google.android.apps.photos,True,30,1499364853902,2.0,1255,1672,0.0,0
212,Unidentified,com.google.android.youtube,True,23,1504808763953,2.0,411,2214,0.0,0
60,Swipe,com.google.android.apps.photos,True,41,1504720135552,4.0,1028,1708,0.0,0
318,Unidentified,,True,40,1504190369052,4.0,1039,1020,0.0,1
103,Tap,,False,21,1504541926430,2.0,149,228,0.0,1
63,Swipe,,False,22,1504201725861,1.0,1081,215,0.0,0
212,Tap,,False,67,1499644552270,6.0,165,1494,0.0,0
118,Tap,,True,46,1501195248235,4.0,257,1021,0.0,0
275,Scroll,com.google.android.youtube,True,21,1504195757095,1.0,300,2043,0.0,1
266,Swipe,com.google.android.youtube,True,37,1504195709479,3.0,1174,2091,0.0,1
201,Tap,,False,70,1499124778276,5.0,250,889,0.0,1
62,Swipe,,False,40,1502053319138,3.0,192,2194,0.0,1
285,Swipe,com.google.android.apps.photos,True,61,1504798366533,6.0,1324,1213,0.0,1
256,Tap,,False,29,1501451610882,2.0,600,1143,0.0,1
109,Swipe,com.google.android.apps.photos,True,39,1504202735399,3.0,1151,1696,0.0,1
286,Swipe,,True,32,1504537576346,3.0,1110,1583,0.0,0
253,Tap,,False,47,1499644630426,4.0,630,1193,0.0,0
498,Tap,,False,57,1504208832496,6.0,673,1494,0.0,1
296,Scroll,com.google.android.apps.photos,True,17,1504795224065,1.0,769,1069,0.0,1
278,Tap,com.google.android.youtube,True,52,1504537554620,6.0,765,2310,0.0,0
67,TwoFinger,,False,34,1502053326627,3.0,453,2063,1776.9200882425748,1
317,Unidentified,,True,21,1504194283795,2.0,1271,1715,0.0,1
141,Swipe,com.google.android.apps.photos,True,26,1499364961300,2.0,1201,1491,0.0,0
168,Tap,com.google.android.googlequicksearchbox,True,28,1502053453166,2.0,731,2213,0.0,1
117,Swipe,com.google.android.apps.photos,True,38,1504192612174,3.0,1334,1588,0.0,1
302,Swipe,com.google.android.apps.photos,True,40,1504799528683,4.0,783,1338,0.0,1
295,Swipe,com.google.android.apps.photos,True,62,1504190325331,6.0,743,1380,0.0,1
308,Swipe,,True,33,1504204547528,3.0,1109,1497,0.0,0
289,Tap,com.mehequanna.gestureplayground,False,24,1504795197568,3.0,740,2489,0.0,1
70,Tap,,False,37,1504800504264,4.0,724,1620,0.0,1
264,Unidentified,com.google.android.apps.photos,True,23,1504203250990,2.0,1406,1436,0.0,0
318,Unidentified,com.google.android.apps.photos,True,34,1504795267284,2.0,782,1153,0.0,1
50,Swipe,com.google.android.apps.photos,True,45,1499125112685,4.0,1174,1728,0.0,1
78,Tap,,False,58,1504204075898,6.0,237,770,0.0,0
187,Swipe,com.google.android.apps.photos,True,59,1504196247601,6.0,1069,1353,0.0,1
316,Tap,,True,37,1504201050000,3.0,365,2152,0.0,0
97,Tap,,False,41,1504197008402,4.0,566,1586,0.0,0
105,Swipe,com.google.android.apps.photos,True,25,1504202731850,2.0,1178,1407,0.0,1
112,Swipe,com.google.android.apps.photos,True,63,1502035977552,5.0,567,1614,0.0,0
206,Swipe,com.google.android.apps.photos,True,58,1504200651248,4.0,1043,1832,0.0,0
243,Tap,com.google.android.googlequicksearchbox,True,46,1498777984518,6.0,753,2234,0.0,0
380,Unidentified,com.google.android.youtube,True,36,1504193183774,3.0,1335,1155,0.0,1
49,Tap,,False,69,1504201706323,7.0,660,1544,0.0,0
232,Unidentified,,False,40,1500219130032,3.0,993,2307,0.0,1
317,Tap,,True,26,1504805418190,2.0,899,1803,0.0,0
339,Tap,,False,24,1501452080425,1.0,668,2187,0.0,1
347,Swipe,,True,44,1504194395933,4.0,1175,1751,0.0,1
105,Swipe,,False,27,1504797942936,1.0,351,1171,0.0,1
78,Swipe,,True,62,1504720170563,6.0,703,1708,0.0,0
58,Swipe,com.google.android.apps.photos,True,46,1500218859997,4.0,968,1371,0.0,1
245,Swipe,,True,42,1498776702601,3.0,746,1872,0.0,1
168,Unidentified,com.touchlogger,True,46,1499645430081,3.0,1058,1487,0.0,1
60,Tap,,False,36,1499645188386,3.0,212,1538,0.0,1
53,Unidentified,com.google.android.apps.photos,True,44,1500218854981,4.0,1180,1370,0.0,1
329,Tap,,False,68,1499365233741,6.0,267,741,0.0,0
82,Swipe,com.google.android.apps.photos,True,54,1500218899126,4.0,954,1575,0.0,1
244,Swipe,com.google.android.apps.photos,True,46,1501270922699,4.0,726,1820,0.0,0
476,Unidentified,,True,29,1504801584031,2.0,691,2364,0.0,1
204,Swipe,com.google.android.apps.photos,True,51,1504208498419,6.0,882,1640,0.0,1
63,Tap,com.google.android.apps.photos,True,56,1499371271160,6.0,106,188,0.0,0
180,Tap,com.google.android.apps.photos,True,40,1504808314728,5.0,679,1799,0.0,0
71,Tap,,False,29,1502053331792,1.0,512,2043,0.0,1
259,Tap,com.google.android.apps.photos,True,72,1504204375877,6.0,709,1128,0.0,0
98,Swipe,com.google.android.apps.photos,True,29,1499364905960,3.0,662,1853,0.0,0
221,Swipe,com.google.android.apps.photos,True,64,1504194042834,6.0,1008,1258,0.0,1
232,Tap,com.mehequanna.gestureplayground,False,31,1501451557072,1.0,198,1558,0.0,1
108,Tap,com.google.android.googlequicksearchbox,True,48,1504189970877,4.0,1017,2261,0.0,1
93,Unidentified,,False,38,1501195194284,4.0,37,232,0.0,0
136,Tap,com.google.android.apps.photos,True,33,1504197069314,4.0,1301,1127,0.0,0
280,Unidentified,com.google.android.apps.photos,True,61,1504191495731,6.0,949,1319,0.0,1
288,Swipe,com.google.android.apps.photos,True,41,1504800973199,3.0,1251,1748,0.0,1
246,Tap,com.touchlogger,True,38,1504537511260,3.0,390,1714,0.0,0
327,Swipe,com.google.android.googlequicksearchbox,True,57,1501962792651,6.0,647,1967,0.0,0
59,Unidentified,,False,74,1504199082081,7.0,764,1216,0.0,0
459,Unidentified,com.google.android.youtube,True,26,1504801540255,2.0,870,1970,0.0,1
75,Swipe,,False,28,1504202899081,2.0,500,1238,0.0,0
172,Unidentified,com.google.android.apps.photos,True,36,1504798081837,3.0,1111,1459,0.0,1
321,Unidentified,com.google.android.youtube,True,48,1504196446074,4.0,1004,1784,0.0,1
210,Tap,com.mehequanna.gestureplayground,False,29,1504800750265,3.0,248,1506,0.0,1
360,Tap,,False,46,1504193046300,4.0,986,2236,0.0,1
194,Tap,,False,24,1504800729648,2.0,473,370,0.0,1
227,Tap,com.mehequanna.gestureplayground,False,29,1504800791816,1.0,352,1164,0.0,1
151,Tap,,False,51,1504798020255,4.0,551,1576,0.0,1
160,Swipe,com.google.android.apps.photos,True,47,1504193892746,4.0,862,1330,0.0,1
190,Tap,com.touchlogger,True,29,1499645450259,2.0,693,1829,0.0,1
293,Swipe,com.google.android.apps.photos,True,34,1504191519646,3.0,1191,1623,0.0,1
183,Tap,com.google.android.apps.photos,True,54,1499818332586,4.0,301,730,0.0,1
130,Tap,,False,32,1504542005870,3.0,449,1090,0.0,1
9,Tap,com.google.android.apps.photos,True,45,1501961973396,4.0,82,177,0.0,0
219,Tap,com.google.android.apps.photos,True,26,1504203191346,2.0,556,1254,0.0,0
82,Tap,,False,68,1504201776312,6.0,275,786,0.0,0
189,Swipe,com.google.android.apps.photos,True,67,1499125331922,9.0,725,1680,0.0,1
273,Swipe,com.google.android.apps.photos,True,37,1499818485388,3.0,778,1817,0.0,1
182,Tap,com.google.android.apps.photos,True,27,1504807164621,3.0,488,1454,0.0,0
76,Unidentified,com.google.android.apps.photos,True,56,1507563737235,6.0,611,1894,0.0,0
286,Tap,com.mehequanna.gestureplayground,False,70,1501271005070,7.0,568,1683,0.0,0
154,Swipe,com.google.android.apps.photos,True,40,1504190065093,4.0,1312,1515,0.0,1
245,Unidentified,com.google.android.apps.photos,True,25,1501195621467,2.0,148,1392,0.0,0
131,Swipe,com.google.android.apps.photos,True,32,1500219909422,2.0,1037,1795,0.0,0
127,Tap,com.google.android.apps.photos,True,44,1504199252008,4.0,1250,1314,0.0,0
223,Swipe,com.google.android.apps.photos,True,28,1504202867143,1.0,452,1544,0.0,1
132,Tap,,False,57,1507565840453,6.0,235,2106,0.0,0
147,Swipe,com.google.android.apps.photos,True,67,1501270791266,6.0,752,1998,0.0,0
100,Unidentified,,False,61,1504202955185,5.0,954,2227,0.0,0
307,Tap,com.google.android.youtube,True,27,1504197285085,2.0,1089,1610,0.0,0
126,Swipe,,False,32,1499645333787,3.0,11,2122,0.0,1
213,Tap,,False,87,1501962585309,10.0,285,1311,0.0,0
168,Swipe,com.google.android.apps.photos,True,49,1504195451495,5.0,246,923,0.0,1
63,Unidentified,,False,28,1504199089970,3.0,540,1188,0.0,0
293,Tap,com.google.android.youtube,True,89,1504195771469,8.0,869,1652,0.0,1
234,Tap,,False,75,1504208552564,7.0,490,1650,0.0,1
238,Tap,com.google.android.youtube,True,62,1507566027726,5.0,308,2478,0.0,0
307,Tap,,True,22,1504542746257,1.0,382,1488,0.0,1
168,Tap,,True,43,1501195410832,3.0,909,1076,0.0,0
164,Tap,com.google.android.apps.photos,True,54,1504204205212,4.0,949,1126,0.0,0
193,Swipe,com.google.android.apps.photos,True,58,1504192702784,4.0,576,1830,0.0,1
249,Swipe,com.mehequanna.gestureplayground,False,59,1504720437093,6.0,1009,211,0.0,0
124,Swipe,com.google.android.apps.photos,True,28,1499124624165,2.0,988,1673,0.0,1
100,Tap,,False,68,1504806858751,6.0,295,799,0.0,0
82,Tap,,False,38,1504541913210,4.0,158,2052,0.0,1
219,Swipe,com.google.android.apps.photos,True,23,1504194037745,2.0,1098,1360,0.0,1
117,Tap,,False,35,1507565811919,4.0,565,1685,0.0,0
61,Tap,com.google.android.apps.photos,True,56,1500218865993,4.0,1297,1097,0.0,1
303,Tap,,True,25,1504205781405,2.0,763,2466,0.0,0
247,Swipe,com.mehequanna.gestureplayground,False,26,1504795123485,2.0,678,1223,0.0,1
94,Swipe,com.google.android.apps.photos,True,103,1499123882400,10.0,584,1585,0.0,1
30,Tap,,False,27,1504799067147,3.0,622,1608,0.0,1
22,Tap,,False,37,1504197776089,2.0,333,593,0.0,1
90,Tap,com.mehequanna.gestureplayground,False,40,1504192574917,4.0,294,779,0.0,1
257,Unidentified,com.google.android.apps.photos,True,69,1499818456463,6.0,831,1602,0.0,1
11,Tap,com.google.android.apps.photos,True,26,1499364767879,2.0,537,1111,0.0,0
204,Tap,com.mehequanna.gestureplayground,False,38,1501451513007,3.0,222,1486,0.0,1
30,Tap,,False,39,1499818012851,4.0,660,1527,0.0,1
57,Swipe,,False,56,1498776285470,4.0,236,168,0.0,1
101,Swipe,,True,46,1500676327631,4.0,226,1682,0.0,1
99,Tap,,False,45,1504202950839,3.0,489,350,0.0,0
254,Swipe,,False,107,1504720439357,11.0,663,1233,0.0,0
149,Tap,com.google.android.apps.photos,True,49,1504202784361,4.0,157,683,0.0,1
64,Tap,,False,41,1504794964799,3.0,267,904,0.0,1
94,Tap,,False,57,1504204086200,6.0,490,1556,0.0,0
300,Tap,,False,113,1501962763055,17.0,670,1206,0.0,0
447,Unidentified,,True,67,1504795794866,6.0,382,1612,0.0,1
207,Swipe,,True,45,1504807260006,4.0,818,580,0.0,0
34,Tap,,False,61,1498776247789,5.0,580,141,0.0,1
31,Unidentified,,False,11,1504796264653,1.0,7,2542,0.0,1
343,Unidentified,com.google.android.apps.photos,True,38,1504795353977,2.0,1087,1279,0.0,1
369,Unidentified,,True,72,1504196676976,7.0,844,1532,0.0,1
294,Tap,com.mehequanna.gestureplayground,False,71,1504202950652,4.0,230,471,0.0,1
63,Swipe,,False,36,1504191186677,3.0,579,1183,0.0,1
152,Tap,,False,33,1504795021763,2.0,678,60,0.0,1
95,Swipe,,False,32,1504197886961,2.0,599,1220,0.0,1
122,Swipe,com.google.android.apps.photos,True,35,1499364941555,2.0,1110,1644,0.0,0
478,Unidentified,,True,40,1504801586014,4.0,736,1669,0.0,1
228,Tap,,False,65,1499124803925,5.0,172,222,0.0,1
186,Swipe,com.google.android.apps.photos,True,26,1501195449439,2.0,461,1611,0.0,0
150,Swipe,com.google.android.apps.photos,True,37,1504203045667,4.0,1053,1752,0.0,0
89,Swipe,,False,35,1504808021621,2.0,606,1119,0.0,0
162,Tap,,False,43,1504723466773,4.0,576,1575,0.0,0
194,Tap,com.mehequanna.gestureplayground,False,38,1504720349454,3.0,210,1554,0.0,0
302,Unidentified,com.google.android.apps.photos,True,46,1504801011457,3.0,825,1952,0.0,1
98,Swipe,com.google.android.apps.photos,True,70,1504202725979,7.0,834,1693,0.0,1
117,Swipe,com.google.android.apps.photos,True,49,1504204126754,6.0,1332,1645,0.0,0
360,Tap,com.google.android.youtube,True,46,1499818793700,4.0,1108,828,0.0,1
157,Tap,,False,40,1500676469855,4.0,331,1031,0.0,1
296,Unidentified,com.google.android.apps.photos,True,34,1504190330765,4.0,781,1593,0.0,1
79,Swipe,com.google.android.apps.photos,True,73,1502035939226,7.0,551,1515,0.0,0
422,Tap,com.mehequanna.gestureplayground,False,65,1504208705698,6.0,66,1258,0.0,1
308,Tap,com.mehequanna.gestureplayground,False,83,1504202973970,7.0,210,876,0.0,1
394,Tap,com.google.android.youtube,True,56,1504193198784,6.0,871,2278,0.0,1
71,Unidentified,,False,46,1504192545849,5.0,687,1242,0.0,1
131,Tap,com.google.android.apps.photos,True,23,1501195283391,1.0,258,1020,0.0,0
283,Swipe,,True,49,1504796775906,5.0,373,1264,0.0,1
159,Unidentified,,False,25,1504542063554,4.0,79,326,0.0,1
237,Unidentified,com.google.android.apps.photos,True,47,1504196344602,4.0,1206,1514,0.0,1
296,Unidentified,,True,28,1504205766446,1.0,837,1956,0.0,0
57,Swipe,com.google.android.apps.photos,True,51,1499644298370,5.0,1156,1718,0.0,0
296,Tap,com.mehequanna.gestureplayground,False,107,1504208604763,11.0,235,259,0.0,1
118,Tap,com.mehequanna.gestureplayground,False,61,1504796344550,6.0,173,1396,0.0,1
347,Swipe,com.google.android.apps.photos,True,29,1504799619052,2.0,1085,1543,0.0,1
112,Swipe,com.google.android.apps.photos,True,49,1504196165644,4.0,1217,1402,0.0,1
102,Swipe,com.google.android.apps.photos,True,36,1507565785944,4.0,492,1695,0.0,0
27,Tap,,False,44,1498777529029,3.0,214,2125,0.0,0
95,Tap,,False,47,1504794989460,2.0,619,9,0.0,1
214,Tap,,True,22,1507562723596,2.0,1208,1653,0.0,0
299,Tap,com.google.android.youtube,True,38,1504197274807,3.0,1010,367,0.0,0
193,Tap,com.google.android.apps.photos,True,20,1498777888158,2.0,1136,1564,0.0,0
259,Swipe,com.google.android.googlequicksearchbox,True,33,1499371578150,4.0,714,1906,0.0,0
332,Swipe,,False,37,1501451963179,2.0,603,1520,0.0,1
50,Unidentified,com.google.android.apps.photos,True,37,1504723290775,3.0,811,1407,0.0,0
146,Swipe,com.google.android.apps.photos,True,28,1501195309382,2.0,1220,1720,0.0,0
171,Tap,,False,52,1504800697888,5.0,525,215,0.0,1
81,Swipe,com.google.android.apps.photos,True,35,1507565765062,3.0,1078,1803,0.0,0
171,Tap,com.google.android.googlequicksearchbox,True,25,1499124724200,2.0,744,2525,0.0,1
255,Scroll,,True,39,1504199883389,3.0,1254,1558,0.0,0
237,Swipe,,False,26,1499644593297,2.0,453,2001,0.0,0
135,Tap,,False,24,1507563817657,2.0,665,87,0.0,0
280,Tap,,True,24,1504807384993,1.0,1005,2098,0.0,0
309,Unidentified,com.google.android.apps.photos,True,10,1504795250578,2.0,121,1490,0.0,1
38,Tap,,False,83,1504807858758,10.0,229,2098,0.0,0
73,Unidentified,,True,28,1507562452614,4.0,1270,1282,0.0,0
246,Tap,,False,33,1499365083616,2.0,264,436,0.0,0
463,Unidentified,,True,23,1504801554702,2.0,726,1886,0.0,1
268,Tap,com.google.android.youtube,True,32,1504807375712,2.0,811,2287,0.0,0
227,Swipe,com.google.android.apps.photos,True,80,1504204330398,8.0,1027,1630,0.0,0
191,Tap,com.mehequanna.gestureplayground,False,57,1504720347279,4.0,330,944,0.0,0
322,Tap,,False,42,1499365228221,5.0,603,1563,0.0,0
57,Tap,,False,46,1499818056543,4.0,240,202,0.0,1
122,Swipe,com.google.android.apps.photos,True,39,1504197050409,3.0,635,1548,0.0,0
402,Unidentified,com.google.android.youtube,True,26,1504198275577,3.0,1271,1590,0.0,1
318,Scroll,,True,42,1504202066531,4.0,1032,1265,0.0,0
187,Tap,com.mehequanna.gestureplayground,False,70,1504720343753,7.0,198,2118,0.0,0
424,Unidentified,com.google.android.youtube,True,40,1504800014722,4.0,1143,1353,0.0,1
61,Unidentified,,False,39,1499818064830,3.0,107,2177,0.0,1
287,Tap,com.mehequanna.gestureplayground,False,33,1499644702690,2.0,121,1232,0.0,0
14,Tap,com.mehequanna.gestureplayground,False,39,1504205108366,4.0,231,2157,0.0,0
314,Tap,com.google.android.apps.photos,True,75,1504798433576,9.0,655,1513,0.0,1
55,Tap,,False,37,1504197817894,2.0,321,194,0.0,1
190,Swipe,com.google.android.apps.photos,True,45,1504193958083,4.0,710,1225,0.0,1
135,Swipe,com.google.android.apps.photos,True,39,1499371372839,4.0,465,1824,0.0,0
278,Tap,,False,49,1501451680914,4.0,481,293,0.0,1
99,Tap,,False,20,1502053402046,1.0,509,329,0.0,1
351,Scroll,,True,31,1499818725318,3.0,344,1257,0.0,1
515,Scroll,,True,24,1504198557903,1.0,746,2188,0.0,1
126,Swipe,com.google.android.apps.photos,True,39,1504201816553,3.0,1136,1381,0.0,0
306,Unidentified,,True,46,1504542744398,4.0,700,1637,0.0,1
241,Tap,,False,43,1504208569960,4.0,225,2086,0.0,1
10,Tap,com.mehequanna.gestureplayground,False,37,1502053217854,3.0,387,574,0.0,1
98,Swipe,com.google.android.apps.photos,True,44,1499371313152,3.0,1151,1664,0.0,0
5,Tap,com.mehequanna.gestureplayground,False,48,1504192454328,4.0,402,574,0.0,1
258,Tap,com.google.android.youtube,False,38,1500220201693,4.0,111,2472,0.0,0
401,Swipe,,True,44,1504799752354,2.0,1118,1796,0.0,1
80,Swipe,com.google.android.apps.photos,True,61,1502035941670,6.0,1196,1466,0.0,0
208,Unidentified,com.google.android.apps.photos,True,66,1501195537671,7.0,198,1501,0.0,0
399,Tap,,False,65,1504190795893,4.0,566,2235,0.0,1
274,Tap,,False,64,1507563950316,7.0,604,1615,0.0,0
167,Swipe,com.google.android.apps.photos,True,53,1504192666676,4.0,386,1688,0.0,1
165,Swipe,com.google.android.apps.photos,True,54,1504798065294,5.0,1094,1422,0.0,1
30,Tap,,False,33,1504800469257,4.0,336,1026,0.0,1
134,Swipe,com.google.android.apps.photos,True,59,1499125244407,6.0,109,1396,0.0,1
316,Swipe,com.google.android.apps.photos,True,36,1504799566064,2.0,1154,1238,0.0,1
158,Swipe,com.google.android.apps.photos,True,46,1504197103488,4.0,620,1599,0.0,0
116,Swipe,com.google.android.apps.photos,True,74,1504195381400,7.0,929,1532,0.0,1
147,Tap,,False,86,1504798016936,9.0,548,1574,0.0,1
265,Tap,com.mehequanna.gestureplayground,False,59,1499365114366,5.0,314,977,0.0,0
190,Swipe,com.google.android.apps.photos,True,63,1504196252268,7.0,492,1559,0.0,1
70,Swipe,com.google.android.apps.photos,True,22,1501270636560,2.0,1289,1543,0.0,0
125,Swipe,,False,32,1504797985388,3.0,266,2070,0.0,1
8,Tap,com.mehequanna.gestureplayground,False,62,1504799014482,6.0,315,581,0.0,1
321,Tap,,False,88,1501962774140,8.0,280,786,0.0,0
144,Unidentified,com.google.android.apps.photos,True,50,1504199293290,4.0,1288,1901,0.0,0
189,Tap,com.google.android.googlequicksearchbox,True,45,1504808338676,4.0,874,458,0.0,0
61,Swipe,,False,24,1504807934621,2.0,465,1172,0.0,0
86,Swipe,,True,36,1507562471175,3.0,1230,1395,0.0,0
207,Swipe,com.google.android.apps.photos,True,56,1501270880319,4.0,725,1831,0.0,0
278,Tap,com.google.android.apps.photos,True,51,1504202923932,5.0,123,266,0.0,1
352,Swipe,,True,26,1499365274799,2.0,1068,2044,0.0,0
195,Tap,com.google.android.apps.photos,True,105,1501962532162,12.0,1318,871,0.0,0
299,Tap,com.android.systemui,False,50,1507563972644,5.0,175,1405,0.0,0
12,Tap,,False,37,1504806680899,3.0,504,1708,0.0,0
13,Unidentified,com.google.android.apps.photos,True,45,1499364769719,4.0,467,1780,0.0,0
41,Tap,com.google.android.apps.photos,True,63,1499644276393,6.0,1170,1508,0.0,0
268,Unidentified,,True,30,1504194181737,4.0,1105,1840,0.0,1
420,Scroll,com.google.android.youtube,True,35,1504198286764,3.0,1220,1776,0.0,1
442,Unidentified,,True,48,1504795772055,4.0,436,1219,0.0,1
431,TwoFinger,com.google.android.googlequicksearchbox,True,32,1504208715424,3.0,593,2273,1733.360320302735,1
136,Tap,com.google.android.apps.photos,True,32,1499364954711,3.0,1257,1120,0.0,0
199,Swipe,com.google.android.apps.photos,True,73,1499125348459,8.0,841,1480,0.0,1
272,Tap,com.google.android.apps.photos,True,48,1504203265631,3.0,99,251,0.0,0
149,Swipe,,True,26,1499124677894,2.0,1195,1711,0.0,1
43,Tap,,False,65,1504201704616,6.0,655,178,0.0,0
255,Unidentified,com.google.android.apps.photos,True,33,1504799406787,3.0,1099,977,0.0,1
3,Tap,com.mehequanna.gestureplayground,False,23,1504196878377,1.0,939,2276,0.0,0
34,Swipe,com.google.android.apps.photos,True,32,1501270557082,3.0,597,1818,0.0,0
18,Swipe,com.google.android.apps.photos,True,37,1499371198265,2.0,581,1633,0.0,0
39,Swipe,,True,46,1501451039005,4.0,862,1825,0.0,1
130,Swipe,,True,41,1501270743182,4.0,1162,1628,0.0,0
239,Tap,,False,62,1499125440433,4.0,162,1527,0.0,1
166,Swipe,com.google.android.apps.photos,True,33,1499124709282,4.0,1317,1528,0.0,1
33,Tap,,False,38,1504189812853,4.0,578,63,0.0,1
304,Unidentified,com.mehequanna.gestureplayground,False,34,1504202968095,3.0,740,1105,0.0,1
230,TwoFinger,com.google.android.apps.photos,True,23,1504542261875,1.0,1264,2426,752.0804478245661,1
218,Tap,com.google.android.googlequicksearchbox,False,45,1499124056473,4.0,906,2330,0.0,1
106,Swipe,com.google.android.apps.photos,True,48,1499371326009,4.0,456,1730,0.0,0
99,Swipe,,False,20,1504806857116,2.0,48,201,0.0,0
85,Swipe,,False,44,1504201778174,4.0,470,1173,0.0,0
51,Tap,com.mehequanna.gestureplayground,False,21,1504193635992,1.0,358,1233,0.0,1
287,Tap,,True,33,1504805257377,2.0,888,1147,0.0,0
73,Tap,com.mehequanna.gestureplayground,False,44,1504806810445,4.0,428,1797,0.0,0
